,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
KMD,110474174.0,51433.0,0.04657826778633467,5.1433,-6.915074767774664,-1.771774767774664
STORJ,135787439.0,0.0,0.0,0.0,-8.499545723778315,-8.499545723778315
MONA,63436575.0,209175.0,0.3308296719460202,20.9175,-3.9707801674674217,16.94671983253258
BNT,58854974.0,640978.0,1.1010719827582394,64.0978,-3.6839971816891244,60.413802818310884
ENG,74836171.0,0.0,0.0,0.0,-4.684332084700358,-4.684332084700358
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17359512.0,16712.0,0.09636275572570963,1.6712,-1.7177338726626619,-0.046533872662661846
XRP,40205513967.0,0.0,0.0,0.0,-3978.3591387204697,-3978.3591387204697
XLM,18913564720.0,18806379.0,0.09953225471632798,1880.6379000000002,-1871.508298870469,9.129601129531238
ETH,102997422.0,185093.0,0.18002996508328373,18.5093,-10.191655189750174,8.317644810249826
BCH,17440238.0,16713.0,0.09592203644210873,1.6713,-1.725721757610382,-0.05442175761038204
EOS,906245118.0,0.0,0.0,0.0,-89.67348483780943,-89.67348483780943
LTC,59020577.0,130625.0,0.22181203340088107,13.0625,-5.840120638010725,7.222379361989275
ADA,25927070538.0,0.0,0.0,0.0,-2565.498804461597,-2565.498804461597
DASH,8425697.0,22729.0,0.2704877609911227,2.2729,-0.8337276495843993,1.4391723504156007
ZEC,5163044.0,65375.0,1.2824488996833638,6.5375000000000005,-0.51088622565241,6.026613774347591
XMR,16543654.0,23961.0,0.14504506833148412,2.3961,-1.6370042460531806,0.7590957539468195
TRX,65748111645.0,0.0,0.0,0.0,-6505.8141286588525,-6505.8141286588525
ETC,105786061.0,222699.0,0.2109623981092934,22.2699,-10.467592650948864,11.802307349051135
ONT,537500000.0,0.0,0.0,0.0,-53.185939590708585,-53.185939590708585
NEO,65000000.0,0.0,0.0,0.0,-6.43178804352755,-6.43178804352755
IOT,2779530283.0,0.0,0.0,0.0,-275.03614832034077,-275.03614832034077
DOGE,116848637380.0,124637380.0,0.10677956547069378,12463.738000000001,-11562.241058510313,901.4969414896877
BNB,144443333.0,0.0,0.0,0.0,-14.292752340871822,-14.292752340871822
VET,55454734800.0,0.0,0.0,0.0,-5487.278465286632,-5487.278465286632
MAID,452552412.0,0.0,0.0,0.0,-44.780326039556215,-44.780326039556215
XEM,8999999999.0,0.0,0.0,0.0,-890.5552674664025,-890.5552674664025
DCR,8758741.0,51258.0,0.5886660932901133,5.1258,-0.8666825483100699,4.25911745168993
ZRX,545548644.0,883755.0,0.16225664951941,88.3755,-53.9823576252595,34.3931423747405
ZIL,7901840271.0,120827755.0,1.552853883110239,12082.7755,-781.891719644343,11300.883780355656
MANA,1050141509.0,0.0,0.0,0.0,-103.91211694766429,-103.91211694766429
LSK,111855798.0,286921.0,0.25716938963185054,28.6921,-11.068196679625121,17.62390332037488
SC,37679831499.0,88108449.0,0.23438257640600035,8810.8449,-3728.4413802677072,5082.403519732293
STEEM,281902619.0,829153.0,0.29499511704174086,82.9153,-27.89442914343542,55.020870856564585
ICX,400230000.0,0.0,0.0,0.0,-39.60299274863125,-39.60299274863125
OMG,140245398.0,0.0,0.0,0.0,-13.87736421563327,-13.87736421563327
BTG,17308336.0,0.0,0.0,0.0,-1.7126699775101146,-1.7126699775101146
GAS,10128375.0,,,,-1.0022086342363592,
DGB,11011353906.0,38514406.0,0.3509976246349078,3851.4406000000004,-1089.579913779403,2761.8606862205975
BAT,1000000000.0,0.0,0.0,0.0,-98.95058528503922,-98.95058528503922
QTUM,89011700.0,22012.0,0.02473545024677115,2.2012,-8.807759812216327,-6.606559812216327
RDD,28808713174.0,0.0,0.0,0.0,-2850.6390298761203,-2850.6390298761203
BCD,153756875.0,,,,-15.214332772848616,
BTS,2669690000.0,1680000.0,0.06296827972909202,168.0,-264.16738802961635,-96.16738802961635
AE,233020472.0,0.0,0.0,0.0,-23.057512087796095,-23.057512087796095
ELF,250000000.0,0.0,0.0,0.0,-24.737646321259806,-24.737646321259806
ZEN,5082563.0,65263.0,1.3007593725709032,6.5263,-0.5029225835980848,6.023377416401916
POLY,285782107.0,450000.0,0.15771095819931968,45.0,-28.278306751641708,16.721693248358292
NANO,133248289.0,0.0,0.0,0.0,-13.184996184780054,-13.184996184780054
SNT,3470483788.0,0.0,0.0,0.0,-343.40640204484004,-343.40640204484004
BCN,184066828814.0,-171186.0,-9.300200470852005e-05,-17.1186,-18213.52044270642,-18230.63904270642
XVG,15172086051.0,0.0,0.0,0.0,-1501.2867947414297,-1501.2867947414297
HC,43529781.0,0.0,0.0,0.0,-4.307297307279581,-4.307297307279581
WAN,106152493.0,0.0,0.0,0.0,-10.50385131181603,-10.50385131181603
XZC,5757841.0,0.0,0.0,0.0,-0.5697417369281956,-0.5697417369281956
QASH,350000000.0,0.0,0.0,0.0,-34.632704849763726,-34.632704849763726
DGD,2000000.0,0.0,0.0,0.0,-0.19790117057007844,-0.19790117057007844
GNO,1104590.0,0.0,0.0,0.0,-0.10929982700000147,-0.10929982700000147
PIVX,56781166.0,0.0,0.0,0.0,-5.61852960886697,-5.61852960886697
AION,242806287.0,0.0,0.0,0.0,-24.025824209537213,-24.025824209537213
PPT,37004027.0,0.0,0.0,0.0,-3.6615701295533944,-3.6615701295533944
WAVES,100000000.0,0.0,0.0,0.0,-9.895058528503922,-9.895058528503922
STRAT,99079973.0,11821.0,0.011932189872676524,1.1821000000000002,-9.804021318375883,-8.621921318375882
REP,11000000.0,0.0,0.0,0.0,-1.0884564381354316,-1.0884564381354316
POWR,388001725.0,160000.0,0.041253941926955306,16.0,-38.39299778035483,-22.392997780354833
FUN,5179824689.0,0.0,0.0,0.0,-512.5466846504462,-512.5466846504462
LRC,788984491.0,0.0,0.0,0.0,-78.07047716526877,-78.07047716526877
NAS,45500000.0,0.0,0.0,0.0,-4.502251630469285,-4.502251630469285
CVC,440000000.0,0.0,0.0,0.0,-43.53825752541726,-43.53825752541726
GNT,959242000.0,0.0,0.0,0.0,-94.9175573299916,-94.9175573299916
GXS,60000000.0,0.0,0.0,0.0,-5.937035117102353,-5.937035117102353
KMD,110474174.0,51433.0,0.04657826778633467,5.1433,-10.931484176181263,-5.788184176181263
STORJ,135787439.0,0.0,0.0,0.0,-13.436246563406561,-13.436246563406561
MONA,63436575.0,209175.0,0.3308296719460202,20.9175,-6.277086224728288,14.640413775271712
BNT,58854974.0,640978.0,1.1010719827582394,64.0978,-5.8237341242357665,58.27406587576424
ENG,74836171.0,0.0,0.0,0.0,-7.40508292094128,-7.40508292094128
Currency Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17359511.999999996,16711.99999999255,0.09636275572566522,1.671199999999255,-1.8484848271058747,-0.17728482710661964
XLM,18913564719.999996,18806378.99999237,0.09953225471628357,1880.637899999237,-2013.9642987317254,-133.32639873248831
BCH,17440237.999999996,16712.99999999255,0.09592203644206432,1.671299999999255,-1.8570807361471513,-0.18578073614789625
LTC,59020576.99999999,130624.9999999702,0.22181203340083666,13.062499999997021,-6.284660598266472,6.777839401730549
DASH,8425696.999999998,22728.999999996275,0.2704877609910783,2.2728999999996278,-0.8971895674424194,1.3757104325572085
ZEC,5163043.999999999,65374.99999999814,1.2824488996833194,6.537499999999814,-0.5497740083753521,5.987725991624462
XMR,16543653.999999996,23960.999999990687,0.1450450683314175,2.396099999999069,-1.761610199865608,0.6344898001334609
IOT,2779530282.9999995,-9.5367431640625e-07,-3.3306690738754696e-14,-9.5367431640625e-11,-295.97142791841145,-295.97142791850683
DOGE,116848637379.99998,124637379.99993896,0.10677956547062717,12463.737999993897,-12442.3390049747,21.398995019197173
BTG,17308335.999999996,-7.450580596923828e-09,-4.440892098500626e-14,-7.450580596923828e-13,-1.8430354769448813,-1.8430354769456263
DGB,11011353905.999998,38514405.999996185,0.3509976246348634,3851.440599999619,-1172.5168668989088,2678.92373310071
BCD,153756874.99999997,,,,-16.37242167295455,
ZEN,5082562.999999999,65262.99999999814,1.3007593725708588,6.526299999999814,-0.5412041875549103,5.985095812444904
NANO,133248288.99999997,-7.450580596923828e-08,-5.551115123125783e-14,-7.450580596923828e-12,-14.188615466513037,-14.188615466520487
BCN,184066828813.99997,-171186.00009155273,-9.300200475292897e-05,-17.118600009155273,-19599.902361090186,-19617.02096109934
XVG,15172086050.999994,-9.5367431640625e-06,-6.661338147750939e-14,-9.5367431640625e-10,-1615.562169075847,-1615.5621690768005
HC,43529780.99999999,-1.4901161193847656e-08,-3.3306690738754696e-14,-1.4901161193847657e-12,-4.635161386203805,-4.635161386205295
XZC,5757840.999999999,-1.862645149230957e-09,-3.3306690738754696e-14,-1.862645149230957e-13,-0.6131095001626841,-0.6131095001628704
PIVX,56781165.999999985,-3.725290298461914e-08,-6.661338147750939e-14,-3.725290298461914e-12,-6.046202440274817,-6.046202440278542
MONA,63436574.999999985,209174.99999996275,0.3308296719459536,20.917499999996277,-6.754887255532521,14.162612744463758
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17359512.0,16712.0,0.09636275572570963,1.6712,-1.731691136100122,-0.06049113610012191
XRP,40205513967.0,0.0,0.0,0.0,-4010.684871729318,-4010.684871729318
XLM,18913564720.0,18806379.0,0.09953225471632798,1880.6379000000002,-1886.7150400126445,-6.0771400126443496
ETH,102997422.0,185093.0,0.18002996508328373,18.5093,-10.274466397359772,8.234833602640228
BCH,17440238.0,16713.0,0.09592203644210873,1.6713,-1.7397439257553162,-0.06844392575531622
EOS,906245118.0,0.0,0.0,0.0,-90.4021171778682,-90.4021171778682
LTC,59020577.0,130625.0,0.22181203340088107,13.0625,-5.887573915580965,7.174926084419035
ADA,25927070538.0,0.0,0.0,0.0,-2586.3444914636557,-2586.3444914636557
DASH,8425697.0,22729.0,0.2704877609911227,2.2729,-0.8405020147090189,1.4323979852909812
ZEC,5163044.0,65375.0,1.2824488996833638,6.5375000000000005,-0.5150373772082372,6.022462622791763
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,27692677033.102158,-1153077964.5974236,-3.9973922148662133,-115307.79645974236,-46916.95635017536,-162224.75280991773
ETH,66241360.23866754,271139.3125715107,0.4110025838404585,27.11393125715107,-112.22616734304445,-85.11223608589339
EOS,1824765911.9620702,94834639.08666229,5.481988826586903,9483.46390866623,-3091.5199183696254,6391.943990296604
ADA,52205340006.8948,2713155997.4325485,5.481988826586903,271315.5997432549,-88446.33024903237,182869.26949422254
ETC,213005062.58124772,11495164.688846052,5.704516159788842,1149.5164688846053,-360.8733533253244,788.6431155592809
ONT,1082280784.9648607,56247054.463118315,5.481988826586903,5624.705446311832,-1833.6010016703603,3791.1044446414717
NEO,130880467.01900642,6801969.3769352585,5.481988826586925,680.1969376935259,-221.73779555083428,458.45914214269163
VET,111660639831.3715,5803098583.317902,5.481988826586881,580309.8583317902,-189175.5484216636,391134.3099101266
XEM,18121910816.002728,941811144.3940773,5.481988826586881,94181.11443940774,-30702.15630362724,63478.9581357805
DCR,17636124.808900293,1014410.8260714486,6.102925529337067,101.44108260714486,-29.87913724831861,71.56194535882625
ZRX,1098487097.0508566,58776310.196926475,5.653140367503373,5877.631019692648,-1861.0577490201056,4016.573270672542
ZIL,15910716076.585728,1057541567.055996,7.119969986062458,105754.1567055996,-26955.948345943798,78798.20835965581
LSK,225226755.0926714,12252929.834624767,5.75325621342373,1225.2929834624767,-381.57935489383715,843.7136285686396
QTUM,179229121.01777992,9356708.822754532,5.50808027145242,935.6708822754532,-303.6501251728031,632.0207571026501
BTS,5375542676.861095,282578484.6453676,5.548409020375034,28257.848464536764,-9107.248852370874,19150.59961216589
ELF,503386411.61156315,26161420.680519998,5.481988826586881,2616.142068052,-852.8376751955166,1763.3043928564834
WAN,213742890.1395663,11108400.10263589,5.481988826586903,1110.840010263589,-362.1233813853133,748.7166288782757
AION,488901542.11862934,25408629.672328472,5.481988826586903,2540.8629672328475,-828.2973973117415,1712.565569921106
WAVES,201354564.64462528,10464568.272208065,5.481988826586903,1046.4568272208064,-341.1350700782065,705.3217571425998
STRAT,199502048.28416225,10390856.525141507,5.494575137775182,1039.0856525141508,-337.99653532701814,701.0891171871326
POWR,781259184.187386,40908129.404165864,5.525504305000828,4090.8129404165866,-1323.6099564834,2767.2029839331863
NAS,91616326.91330448,4761378.56385465,5.481988826586881,476.137856385465,-155.21645688558397,320.92139949988103
KMD,222444792.1024458,11658825.81322214,5.531120509808907,1165.882581322214,-376.86615089321987,789.0164304289942
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,65748111645.0,0.0,0.0,0.0,-5802.653872270588,-5802.653872270588
BNB,144443333.0,0.0,0.0,0.0,-12.74796560061904,-12.74796560061904
VET,55454734800.0,0.0,0.0,0.0,-4894.203401010219,-4894.203401010219
ZRX,545548644.0,883755.0,0.16225664951941,88.3755,-48.147845959608,40.227654040392004
ZIL,7901840271.0,120827755.0,1.552853883110239,12082.7755,-697.3834365639724,11385.392063436027
MANA,1050141509.0,0.0,0.0,0.0,-92.68110583209935,-92.68110583209935
OMG,140245398.0,0.0,0.0,0.0,-12.3774733815449,-12.3774733815449
BAT,1000000000.0,0.0,0.0,0.0,-88.25582556045727,-88.25582556045727
AE,233020472.0,0.0,0.0,0.0,-20.565414128847415,-20.565414128847415
POLY,285782107.0,450000.0,0.15771095819931968,45.0,-25.221935783691933,19.778064216308067
SNT,3470483788.0,0.0,0.0,0.0,-306.2904118041229,-306.2904118041229
QASH,350000000.0,0.0,0.0,0.0,-30.889538946160037,-30.889538946160037
DGD,2000000.0,0.0,0.0,0.0,-0.17651165112091452,-0.17651165112091452
GNO,1104590.0,0.0,0.0,0.0,-0.09748650235582548,-0.09748650235582548
AION,242806287.0,0.0,0.0,0.0,-21.42906931045432,-21.42906931045432
PPT,37004027.0,0.0,0.0,0.0,-3.2658209519464507,-3.2658209519464507
REP,11000000.0,0.0,0.0,0.0,-0.9708140811650299,-0.9708140811650299
POWR,388001725.0,160000.0,0.041253941926955306,16.0,-34.2434125587565,-18.243412558756503
FUN,5179824689.0,0.0,0.0,0.0,-457.1497041861337,-457.1497041861337
LRC,788984491.0,0.0,0.0,0.0,-69.63247760760217,-69.63247760760217
CVC,440000000.0,0.0,0.0,0.0,-38.8325632466012,-38.8325632466012
GNT,959242000.0,0.0,0.0,0.0,-84.65869462226414,-84.65869462226414
BNT,58854974.0,640978.0,1.1010719827582394,64.0978,-5.194294318709248,58.90350568129076
ENG,74836171.0,0.0,0.0,0.0,-6.604728053388551,-6.604728053388551
